,Name,Category,Bio,Aliases,Flights,Documents,Connections,In Black Book,Nationality
555,DOJ Redaction,associate,"The individual whose personal information is contained in the document, likely the defendant in the case 20 Cr. 330 (AJN)",[],0,2,0,False,
556,Joe,associate,Recipient of telephone messages,[],0,0,0,False,
557,Noel Allx,associate,Correctional Officer who worked with Thomas and also failed to conduct rounds,[],0,0,0,False,
558,James C. Wills,associate,"Former Acting Assistant Director, Reentry Services Division who appointed the team to conduct the psychological reconstruction",[],0,0,0,False,
559,Orly Paris,associate,Destination/Airport,[],0,0,0,False,
560,Katie,associate,Commenter and possibly a friend,[],0,0,0,False,
561,Chels-ifer,associate,MySpace friend,[],0,0,0,False,
562,Laurie Edelstein,associate,Attorney or representative submitting multiple letters to Judge Pauley,[],0,0,0,False,
563,Bill Cosby,associate,comparator high-profile defendant,[],0,1,0,False,
564,*F - CBP Officer,associate,The CBP officer who handled the inspection,[],0,0,0,False,
565,Casey/Caroline,associate,witness who testified at trial,[],0,0,0,False,
566,Tom,associate,Subject of discussion in one of the messages,[],0,0,0,False,
567,David R. Ridgway,associate,Pilot,[],0,0,0,False,
568,Sophie Birdle-Hakim,associate,Passenger,[],0,0,0,False,
569,Mr. Sloman,associate,Likely another defense attorney or representative for Epstein,[],0,0,0,False,
570,Electronics Technician,associate,Staff member responsible for maintaining the security camera system at MCC New York,[],0,0,0,False,
571,Caliendo,associate,Individual involved in communications or events related to Epstein,[],0,0,0,False,
572,Colon,associate,Visitor/Contact person,[],0,0,0,False,
573,[redacted] RN,associate,Medical Provider,[],0,0,0,False,
574,Tim,associate,"Sender of the email, likely a high-ranking official or staffer",[],0,0,0,False,
575,L. Cristina Griffith,associate,Recipient of the email,[],0,0,0,False,
576,Kenneth Hyle,associate,"recipient and sender of emails, reviewing and editing Epstein Reconstruction document",[],0,0,0,False,
577,b(7)(F),associate,Official preparing count,[],0,0,0,False,
578,Sublimehottie (blog author),associate,The author of the Myspace blog posts,[],0,0,0,False,
579,Amanda,associate,Caller,[],0,0,0,False,
580,José A. Cabranes,associate,Circuit Judge,[],0,1,0,False,
581,"Raymond J. Lohier, Jr.",associate,Circuit Judge,[],0,0,0,False,
582,Nicole Simmons,associate,Person who served the declaration,[],0,5,0,False,
583,Dennis Donahue,associate,jury consultant hired for the case,[],0,0,0,False,
584,Paul Shechtman,associate,Attorney for David Parse,[],0,0,0,False,
585,Stephen Gillers,associate,Expert or witness,[],0,1,0,False,
586,Tovah Noel,associate,Defendant,[],0,0,0,False,
587,Carrie Yackee,associate,Sender of emails and faxes,[],0,0,0,False,
588,"Paul H. Schoeman, Esq.",associate,attorney mentioned in conversation,[],0,0,0,False,
589,Cledus McTavern,associate,Myspace user commenting on someone's profile,[],0,2,0,False,
590,sam,associate,Myspace user,[],0,0,0,False,
591,Dr. Richard Hall,associate,Expert witness,[],0,0,0,False,
592,Jay Clayton,associate,United States Attorney for the Southern District of New York,[],0,0,0,False,
593,Kenneth R. Feinberg,associate,Co-Designer of the EVCP,[],0,1,0,False,
594,speer,associate,Court Reporter/Transcriber,[],0,0,0,False,
595,Mr. Nardello,associate,private investigator hired by Kramer Levin and the witness's team,[],0,0,0,False,
596,Lourie,associate,AUSA involved in the Epstein case,[],0,0,0,False,
597,Deborah,associate,Person who signed a message slip and left an urgent note,[],0,0,0,False,
598,Daniel Rodgers,associate,Pilot,[],0,0,0,False,
599,David Redding,associate,Pilot,[],0,0,0,False,
600,MR. LEFKOWITZ,associate,Defense attorney for Epstein,[],0,0,0,False,
601,Inmate 3,associate,"Epstein's cellmate who was transferred on August 9, 2019",[],0,0,0,False,
602,Day Watch SHU Officer in Charge,associate,Senior Officer Specialist in charge of SHU on August 9,[],0,0,0,False,
603,Kevin Pistro,associate,Sender of the email,[],0,0,0,False,
604,Michael J. Fitzpatrick,associate,Chief U.S. Probation Officer,[],0,0,0,False,
605,Christine Murray,associate,NYSD court staff or clerk,[],0,0,0,False,
606,Andre Matevousian,associate,"Recipient of the original email, potentially a high-ranking BOP official",[],0,0,0,False,
607,C. Edge,associate,"Unclear, possibly a staff member or investigator",[],0,0,0,False,
608,Princess Jenny,associate,Myspace user commenting on the profile,[],0,0,0,False,
609,Alicia,associate,Caller who left a message for Mr. Epstein,[],0,0,0,False,
610,"STANLEY J. OKULA, JR.",associate,Attorney or representative submitting a letter to Judge Pauley,[],0,0,0,False,
611,Randy Kim,associate,Partner of the witness in the San Francisco office,[],0,1,0,False,
612,Garrett Stein,associate,Someone expressed affection for by 'steph',[],0,0,0,False,
613,Minor Victim 4,associate,"Alleged victim, an eleven-year-old girl",[],0,0,0,False,
614,David Benhamou,associate,Non-attorney personnel on the case,[],0,0,0,False,
615,Robert J. Conrad,associate,Individual with FEC contribution records,[],0,0,0,False,
616,Philippe JAIGLIF,associate,Chef du Bureau de l'Entraide Pénale Internationale,[],0,0,0,False,
617,Mr. HOBSON,associate,attorney,[],0,0,0,False,
618,Pierre N. Leval,associate,Circuit Judge,[],0,0,0,False,
619,Ms. Maxwell's husband,associate,Co-signer of the personal recognizance bond,[],0,0,0,False,
620,Juror ID: 50,associate,Potential juror in a court case,[],0,6,0,False,
621,Sara,associate,"Epstein's assistant, allegedly involved in arranging encounters",[],0,0,0,False,
622,Zack,associate,Mentioned as someone who supposedly discussed the redacted person's conversation,[],0,0,0,False,
623,Sharon R. Bock,associate,Clerk and Comptroller,[],0,0,0,False,
624,Nicole Hesse,associate,Shipper,[],0,1,0,False,
625,Berke,associate,attorney being deposed,[],0,0,0,False,
626,Mr. Johnson,associate,plaintiff in a referenced court case (Johnson v. Armontront),[],0,0,0,False,
627,Rioux,associate,referenced in a previous court decision related to jury pool definition,[],0,0,0,False,
628,Christine,associate,Made a phone call and was involved in training new staff,[],0,0,0,False,
629,David Roddy,associate,Pilot,[],0,0,0,False,
630,David Rodafe,associate,Pilot,[],0,0,0,False,
631,David R. Roberts,associate,Pilot,[],0,0,0,False,
632,Calhan/Thomas,associate,Correctional Officer who failed to conduct rounds and falsified count slips,[],0,0,0,False,
633,SIS Lieutenant,associate,"Investigator who discovered DVR 2 failure on August 8, 2019",[],0,0,0,False,
634,Judge Sullivan,associate,Author of a cited Alaska case precedent,[],0,0,0,False,
635,Nancy Ayers,associate,"Chief, Office of Public Affairs, Federal Bureau of Prisons",[],0,0,0,False,
636,John Csakany,associate,Chief Deputy U.S. Marshal,[],0,0,0,False,
637,Kathy,associate,"likely administrative or coordinating role, tasked with sending document to DOJ",[],0,0,0,False,
638,Ray,associate,Individual being interviewed by US Attorney,[],0,0,0,False,
639,Various correctional officers,associate,Observers conducting and logging observations,[],0,0,0,False,
640,Unknown/Inmate ID,associate,Inmate being monitored,[],0,0,0,False,
641,Officer performing checks,associate,Responsible for monitoring and documenting inmate status,[],0,0,0,False,
642,MeG-a-LyNn (Megan),associate,Profile owner or primary user of the Myspace account,[],0,0,0,False,
643,Danielle,associate,Commenter on Myspace profile,[],0,0,0,False,
644,Amber,associate,Mentioned friend or acquaintance,[],0,0,0,False,
645,IGGY,associate,Myspace user interacting with the profile owner,[],0,0,0,False,
646,Doug,associate,Friend or acquaintance,[],0,0,0,False,
647,Local TV show host,associate,A person the author met at the bike rally,[],0,0,0,False,
648,Lanna Leigh Belohlavek,associate,State Attorney's Office,[],0,0,0,False,
649,Alina,associate,Individual who contacted Mr. J Epstein,[],0,0,0,False,
650,Hans Peterson,associate,Individual whose extradition to the US was denied by France in 2007,[],0,0,0,False,
651,Paul Cassell,associate,Counsel for Virginia Giuffre,[],0,1,0,False,
652,Frank J. Rosa,associate,Catherine M. Conrad's spouse,[],0,0,0,False,
653,Kandace Blanchard,associate,Executive clinical director and donor,[],0,0,0,False,
654,Paul Blanchard,associate,Business owner and donor,[],0,0,0,False,
655,Colleen Maloof,associate,Business owner,[],0,0,0,False,
656,Jerry Perenchio,associate,President of Univision,[],0,0,0,False,
657,Annabi,associate,case precedent,[],0,0,0,False,
658,Minor Victim-7,associate,14-year-old victim of alleged sex trafficking,[],0,0,0,False,
659,D.S.,associate,Victim/alleged cooperating witness in a prior case,[],0,0,0,False,
660,Jane Doe No. 4,associate,Proposed additional petitioner,[],0,0,0,False,
661,Mr. Daugerdas,associate,defendant represented by Mr. Gair,[],0,0,0,False,
662,Justice Stevens,associate,Supreme Court Justice whose dissent is referenced,[],0,1,0,False,
663,Theresa,associate,Attorney involved in the juror selection process,[],0,0,0,False,
664,Andrea K. Johnstone,associate,United States Magistrate Judge,[],0,2,0,False,
665,N.F.,associate,Witness who testified against Mr. Robertson,[],0,0,0,False,
666,Debra C. Freeman,associate,Judge,[],0,0,0,False,
667,Richard J. Sullivan,associate,Circuit Judge,[],0,0,0,False,
668,Mr. Jules Burney,associate,expert on French law cited in the document,[],0,0,0,False,
669,Richard J. Durbin,associate,US Senator who wrote to the French Minister of Foreign Affairs,[],0,0,0,False,
670,Barack Obama,politician,44th U.S. President; appears in documents only as Senator on unrelated official business,['Barack Hussein Obama II'],0,0,0,False,American
671,Mark Cohen,associate,Defense Attorney,[],0,0,0,False,
672,Leah S. Saffian,associate,Defense Attorney,[],0,1,0,False,
673,Marc Allan Fernich,associate,Defense attorney for Jeffrey Epstein,[],0,0,0,False,
674,Chuck Yeager,associate,Referenced in a Myspace profile comment,[],0,1,0,False,
675,Dorothy Mantooth,associate,Myspace user,[],0,0,0,False,
676,Leah,associate,Commenter on the profile,[],0,0,0,False,
677,Dick Painter,associate,Sender of messages to the Myspace profile owner,[],0,1,0,False,
678,Jean Luc Bernard,associate,potential deponent,[],0,0,0,False,
679,Lisa Marie Rocchio,associate,"Expert witness or consultant in a court case, clinical psychologist",[],0,0,0,False,
680,Employee-1,associate,Witness who worked for Jeffrey Epstein,[],0,0,0,False,
681,Bennett L. Gershman,associate,Expert witness,[],0,0,0,False,
682,Pamela J. Bondi,associate,United States Attorney General,[],0,0,0,False,
683,Stephen Flatley,associate,Forensic Examiner for the Federal Bureau of Investigation,[],0,4,0,False,
684,Michelle Healey,associate,Defense witness,[],0,0,0,False,
685,Camille S. Biros,associate,Claims administration expert and partner to Ms. Feldman,[],0,1,0,False,
686,Melissa Madrigal,associate,Co-counsel for Defendant Ghislaine Maxwell,[],0,1,0,False,
687,REYES,associate,Individual associated with Epstein,[],0,0,0,False,
688,J.F.,associate,Recipient of telephone message,[],0,0,0,False,
689,Glen,associate,Caller who left a message for J.F.,[],0,0,0,False,
690,Linda,associate,Caller who wanted to discuss something,[],0,0,0,False,
691,David Redfearn,associate,Pilot,[],0,0,0,False,
692,David Reddage,associate,Pilot,[],0,0,0,False,
693,Andy Stewart,associate,"Passenger, GM (General Manager)",[],0,0,0,False,
694,Paula Epsilon,associate,Passenger,[],0,0,0,False,
695,Jonathan Mano,associate,Certifying instructor,[],0,0,0,False,
696,Cindy Lopez (Buklarewicz),associate,Observer/Crew member,[],0,0,0,False,
697,LARRY,associate,Instructor,[],0,0,0,False,
698,Menchel,associate,USAO official involved in discussions about victim consultation,[],0,0,0,False,
699,SHU Lieutenant,associate,Lieutenant responsible for SHU operations,[],0,0,0,False,
700,MLP,associate,Prescribing Doctor,[],0,0,0,False,
701,Not specified,associate,The individual whose watch log or duty log this is,[],0,10,0,False,
702,REC OFFICER #1,associate,Records Officer with redacted identity,[],0,0,0,False,
703,ESCORT OFF #1,associate,Escort Officer with redacted identity,[],0,0,0,False,
704,Scott Lamine,associate,Recipient of the email,[],0,0,0,False,
705,Ric Bradshaw,associate,Palm Beach County Sheriff,[],0,0,0,False,
706,"N'Diaye, Warden",associate,Institution's Warden,[],0,0,0,False,
707,"Skipper-Scott, AW",associate,Associate Warden notified of incident,[],0,0,0,False,
708,CMC (Case Management Coordinator),associate,Notified next of kin and handled various tasks related to Epstein's death,[],0,0,0,False,
709,S. Skipper-Scott,associate,Associate Warden notified of the incident,[],0,0,0,False,
710,[redacted] MLP,associate,Medical provider who treated Epstein,[],0,0,0,False,
711,AD Thompson,associate,Authority to finalize response to media inquiry,[],0,0,0,False,
712,Officer performing the check,associate,Correctional Officer responsible for conducting the welfare check,[],0,0,0,False,
713,*D - CBP OFFCR-C,associate,Referring CBP Officer,[],0,0,0,False,
714,*D - CBP Officer-C,associate,The CBP officer who referred Epstein for inspection,[],0,0,0,False,
715,Isiah,associate,Participant in the Myspace conversation,[],0,0,0,False,
716,Lea,associate,Friend or close acquaintance of the writer,[],0,0,0,False,
717,Ewan McGregor,associate,Pimp Juice's celebrity crush,[],0,0,0,False,
718,Jibby,associate,Friend or acquaintance of the profile owner,[],0,0,0,False,
719,Robyn,associate,The author's friend whose father passed away,[],0,0,0,False,
720,AMY,associate,Sender of a message referencing a social encounter,[],0,0,0,False,
721,Mel-Y-ssa,associate,Profile owner or someone interacting with the profile owner,[],0,0,0,False,
722,Manuela,associate,Caller who left a message for Mr. Epstein,[],0,0,0,False,
723,Jenny,associate,Caller who left a message,[],0,0,0,False,
724,Steven Andrew,associate,Participant in the conversation,[],0,0,0,False,
725,Shayna Casdorph,associate,Associate who witnessed suspicious activity,[],0,0,0,False,
726,Jack P. Hill,associate,Attorney for Plaintiff,[],0,1,0,False,
727,Theodore J. Leopold,associate,attorney writing the letter,[],0,1,0,False,
728,Daniel,associate,Victim and father of the suspect,[],0,0,0,False,
729,Henry Pittman,associate,United States Magistrate Judge presiding over the bail hearing,[],0,0,0,False,
730,MS. PENZA,associate,Defense Counsel,[],0,0,0,False,
731,Preet Bharara,associate,United States Attorney,[],0,1,0,False,
732,Stanley J. Okula,associate,Recipient of a letter from Catherine Conrad,[],0,0,0,False,
733,Craig Brubaker,associate,client represented by witness and their firm,[],0,1,0,False,
734,David K. Parse,associate,client represented by Susan Brune,[],0,0,0,False,
735,MEG,associate,User commenting on a profile,[],0,0,0,False,
736,steph,associate,User responding to MEG's comment,[],0,0,0,False,
737,Donna Guerin,associate,Co-conspirator,[],0,0,0,False,
738,Minor Victim-5,associate,"Alleged victim, an 8-year-old girl",[],0,1,0,False,
739,Minor Victim-6,associate,"Alleged victim, another minor under 14 years old",[],0,1,0,False,
740,R. Craig Brubaker,associate,Sender of emails,[],0,0,0,False,
741,Jane Doe #1,associate,Petitioner,[],0,0,0,False,
742,Jane Doe No. #3,associate,Proposed additional petitioner,[],0,0,0,False,
743,Adam Hollander,associate,Recipient of an email from William Kermode,[],0,0,0,False,
744,Victor M. Serby,associate,Attorney filing affirmation in opposition to motion to dismiss,[],0,0,0,False,
745,Mr. DeMARCO,associate,attorney,[],0,0,0,False,
746,Mr. Perry,associate,Subject of an addendum opinion from the U.K.,[],0,0,0,False,
747,Potential Defense Witnesses,associate,Witnesses who may testify on behalf of the defendant,[],0,1,0,False,
748,Mr. John Wallace,associate,"Staff Attorney, MDC Brooklyn",[],0,0,0,False,
749,Olivier Laude,associate,"Partner at Laude Esquior Champey, acting on behalf of Cohen & Gresser LLP",[],0,0,0,False,
750,Philippe JAIGLÉ,associate,Head of the International Criminal Assistance Bureau of the French Ministry of Justice,[],0,0,0,False,
751,Detective 2,associate,interrogator seeking to establish witness's age and timeline,[],0,1,0,False,
752,Dr. Jack Shephard,associate,Friend or acquaintance of the profile owner,[],0,0,0,False,
753,Toni,associate,Recipient of affectionate or familiar messages on Myspace,[],0,0,0,False,
754,Garth,associate,Referenced individual in a comment,[],0,0,0,False,
755,Mr. Leopold,associate,attorney for the witness,[],0,1,0,False,
756,Paul,associate,The witness's mother's husband,[],0,0,0,False,
757,Wendy Olson,associate,"Coordinator, Victim Witness Unit",[],0,0,0,False,
758,William O'Donohue,associate,Author,[],0,1,0,False,
759,JEANNIE BREANON,associate,Recipient of packages sent by Epstein,[],0,0,0,False,
760,MR. DAVIS,associate,Attorney conducting direct and redirect examination,[],0,0,0,False,
761,Shechtman,associate,likely a lawyer or witness,[],0,0,0,False,
762,Robert Y. Lewis,associate,Attorney representing Sarah Ransome and Elizabeth Stein,[],0,1,0,False,
763,Juliette Bryant,associate,Alleged victim,[],0,0,0,False,
764,Mr. Rotert,associate,Witness or attorney,[],0,0,0,False,
765,Mr. Berke,associate,person informed by Ms. Trzaskoma,[],0,0,0,False,
766,Duren,associate,"defendant in Duren v. Missouri, a relevant case",[],0,0,0,False,
767,Alice Fisher,associate,Assistant Attorney General for the Criminal Division during the relevant period,[],0,0,0,False,
768,J. E.,associate,Recipient of messages,[],0,0,0,False,
769,Eve,associate,Person taking or signing messages,[],0,0,0,False,
770,Max,associate,"likely a pet, possibly a dog",[],0,0,0,False,
771,Daniel Redgate,associate,Pilot,[],0,0,0,False,
772,David Redlinger,associate,Pilot,[],0,0,0,False,
773,KRISTY RODGERS,associate,Co-pilot or observer,[],0,0,0,False,
774,David P. Podgurski,associate,Pilot,[],0,0,0,False,
775,Jeff Sloman,associate,First Assistant United States Attorney and Criminal Chief,[],0,0,0,False,
776,Associate Warden 1,associate,Senior official at MCC New York who assisted SIS Lieutenant,[],0,0,0,False,
777,Unit Manager,associate,Allowed Epstein to place an unmonitored telephone call,[],0,1,0,False,
778,Darrin,associate,Recipient of the email,[],0,0,0,False,
779,Savell Clifford,associate,Visitor,[],0,0,0,False,
780,[redacted] PA-C,associate,Medical Provider who completed the record,[],0,0,0,False,
781,J. Eakin,associate,Visitor or staff member interacting with inmate,[],0,0,0,False,
782,TOWN DRIVER,associate,Driver for official duties,[],0,0,0,False,
783,OPS LT,associate,"Operations Lieutenant, likely a supervisory or managerial role",[],0,0,0,False,
784,ACT LT,associate,"Acting Lieutenant, had shift and leave status changed",[],0,0,0,False,
785,Case Management Coordinator,associate,Reviews inmate releases,[],0,0,0,False,
786,R. Ormond,associate,Northeast Regional Director,[],0,0,0,False,
787,Physician Assistant (PA),associate,Conducted medical Intake Screening and History and Physical for Mr. Epstein,[],0,0,0,False,
788,Reyes #85993-054,associate,Epstein's cellmate,[],0,0,0,False,
789,[redacted] Psy.D.,associate,Author of the draft report and National Suicide Prevention Coordinator,[],0,0,0,False,
790,Jeffrey Keller,associate,Recipient of the draft report,[],0,0,0,False,
791,Lee J Loftus,associate,Recipient of the statement from Hugh Hurwitz,[],0,0,0,False,
792,b(6); b(7)(C) MD,associate,Medical doctor who provided the C-PAP machine,[],0,0,0,False,
793,b(6); b(7)(C) PhD/Chief Psychologist,associate,Provider conducting the clinical intervention,[],0,0,0,False,
794,"Andrea, S",associate,Staff member on Unit 10 SOUTH #2,[],0,0,0,False,
795,ALEX,associate,Person communicating with others about or around Epstein,[],0,0,0,False,
796,*F - CBP OFFCR-C,associate,Secondary CBP Officer,[],0,0,0,False,
797,*F - CBP Officer-C,associate,The secondary CBP officer involved in the inspection process,[],0,0,0,False,
798,Inspector,associate,The person who potentially accessed or updated the TECS record,[],0,0,0,False,
799,zach bryan,associate,Someone the profile owner is in love with,[],0,0,0,False,
800,Mary,associate,Correspondent or acquaintance of the profile owner,[],0,0,0,False,
801,Brandon,associate,Commenter on the Myspace profile,[],0,0,0,False,
802,Skyler,associate,Target of derogatory comment on Myspace,[],0,0,0,False,
803,Megan (MeG-a-LyNn),associate,Profile owner or primary individual,[],0,0,0,False,
804,Lou Dog,associate,Brad's pet and 'alter ego',[],0,0,0,False,
805,Dave,associate,Caller who left a message for Jo Jo,[],0,0,0,False,
806,Natasha,associate,Caller who left a message,[],0,0,0,False,
807,Colleen,associate,Caller,[],0,0,0,False,
808,Cecilie,associate,Caller from NYC office,[],0,0,0,False,
809,Dana,associate,Caller who left a message for Jeffery,[],0,0,0,False,
810,Dr. Jarecki,associate,Made a telephone call,[],0,0,0,False,
811,Detective,associate,Investigator conducting the deposition,[],0,0,0,False,
812,Lisa Geese-ah,associate,Commenter,[],0,0,0,False,
813,WAKE UP THE DEAD,associate,Participant in the conversation,[],0,0,0,False,
814,Samatha,associate,Commenter or friend,[],0,0,0,False,
815,Brent Bradbury,associate,Preparer of the financial analysis report,[],0,0,0,False,
816,Perry Lang/Adam,associate,Client,[],0,0,0,False,
817,Holly Robson,associate,Account holder,[],0,3,0,False,
818,Gonzalez,associate,defendant in a referenced case,[],0,0,0,False,
819,Eley,associate,defendant in a referenced case,[],0,0,0,False,
820,BROOKE BEDOYA,associate,Responding Officer,[],0,1,0,False,
821,Christopher Bryant,associate,Officer who handled the missing person case,[],0,0,0,False,
822,Autumn Allen,associate,Detective who was notified about the missing juvenile,[],0,0,0,False,
823,Byron Elrod,associate,Person with whom the missing juvenile was allegedly associating,[],0,0,0,False,
824,L0vEabLe d0rKk,associate,Participant in the conversation,[],0,2,0,False,
825,Adam Mueller,associate,Counsel for Defendant-Appellant Ghislaine Maxwell,[],0,0,0,False,
826,Jeffery Pagliuca,associate,Attorney representing Ghislaine Maxwell,[],0,0,0,False,
827,James Christe,associate,Videographer,[],0,0,0,False,
828,Detective Allen Dix,associate,Detective who assisted in the investigation,[],0,0,0,False,
829,Nicholas Cutaia,associate,Person sending an email with a revised draft jury charge,[],0,0,0,False,
830,MR. AGNIFILO,associate,defense attorney,[],0,0,0,False,
831,Richard C. Wesley,associate,Circuit Judge,[],0,0,0,False,
832,Dennis J. Lerner,associate,Counsel for Defendant,[],0,1,0,False,
833,"Johnson, C.J.",associate,Chief Judge,[],0,0,0,False,
834,"Marrero, J.",associate,Judge,[],0,0,0,False,
835,"Daniels, J.",associate,Judge,[],0,0,0,False,
836,"Parker, J.",associate,Judge,[],0,0,0,False,
837,"Preska, J.",associate,Judge,[],0,0,0,False,
838,"Woods, J.",associate,Judge,[],0,0,0,False,
839,Judge Engelmayer,associate,Judge,[],0,0,0,False,
840,"Furman, J.",associate,Judge,[],0,0,0,False,
841,"Buchwald, J.",associate,Judge,[],0,0,0,False,
842,Ghulam J. Khan Maxwell,associate,Pre-trial detainee,[],0,0,0,False,
843,Ruth Pickholz,associate,Justice of the Supreme Court at Jeffrey Epstein's SORA hearing,[],0,0,0,False,
844,JENNIFER GAFFNEY,associate,Assistant District Attorney at Jeffrey Epstein's SORA hearing,[],0,0,0,False,
845,Haddon Morgan Foreman,associate,Counsel for Ghislaine Maxwell,[],0,0,0,False,
846,R. Bart Rutledge,associate,Albuquerque home builder,[],0,0,0,False,
847,Ted Turner,associate,Business Executive,[],0,0,0,False,
848,Stephen A. Cozen,associate,Attorney,[],0,0,0,False,
849,John M. Eaves,associate,Attorney and donor,[],0,0,0,False,
850,Pia Salazar,associate,Attorney and donor,[],0,0,0,False,
851,Orville D. McDonald,associate,Investor and donor,[],0,0,0,False,
852,Dennis M. Langley,associate,CEO and president,[],0,0,0,False,
853,Paul E. Cook,associate,Program manager,[],0,0,0,False,
854,Tommy Hughes,associate,Bond Attorney,[],0,0,0,False,
855,Arnold J. Rael,associate,Horse racing steward,[],0,0,0,False,
856,Thomas M. Valenzuela,associate,President,[],0,0,0,False,
857,Leo Sims,associate,Rancher,[],0,0,0,False,
858,James Peterson,associate,Owner of Peterson Properties Real Estate Services Inc.,[],0,0,0,False,
859,Solomon D. Trujillo,associate,Chairman & CEO,[],0,0,0,False,
860,Katherine Slick,associate,Businesswoman and donor,[],0,1,0,False,
861,Leonard A. Lauder,associate,Chairman and donor,[],0,1,0,False,
862,Dashawn Robertson,associate,Defendant,[],0,1,0,False,
863,Rosa Monckton,associate,Epstein's friend and former CEO of Tiffany & Co. UK,[],0,0,0,False,
864,Leah Kleman,associate,Epstein's art dealer,[],0,0,0,False,
865,Robert A. Katzmann,associate,Chief Judge,[],0,0,0,False,
866,Roy Black,associate,Epstein's defense attorney,[],0,0,0,False,
867,Barbara Burns,associate,State Attorney's Office representative,[],0,0,0,False,
868,MDC (Metropolitan Detention Center),associate,The facility where Ms. Maxwell is being held,[],0,0,0,False,
869,Denis Field,associate,Co-conspirator,[],0,0,0,False,
870,Daniel Aronoff,associate,Sender of letters to David Parse,[],0,0,0,False,
871,Jane Doe #2,associate,Petitioner,[],0,0,0,False,
872,Christine Mazzella,associate,Special Agent - IRS,[],0,0,0,False,
873,Judge Van Graafeiland,associate,dissenting judge in Flores case,[],0,0,0,False,
874,Juror No. 1 (Catherine Conrad),associate,juror in a trial,[],0,0,0,False,
875,William Kermode,associate,Sender of an email attaching a bill of particulars,[],0,0,0,False,
876,Melissa Desori,associate,Associate attorney on the Parse matter,[],0,1,0,False,
877,David Elbaum,associate,Attorney who worked on expert testimony issues,[],0,1,0,False,
878,Brendan Henry,associate,Paralegal on the case,[],0,1,0,False,
879,Jenson Smith,associate,Paralegal on the case,[],0,1,0,False,
880,Ariel Stoddard,associate,Paralegal on the case,[],0,1,0,False,
881,Nancy Ma,associate,Paralegal on the case,[],0,1,0,False,
882,Mr. Hernandez,associate,Prosecutor/Attorney,[],0,0,0,False,
883,Michael Toporek,associate,Sender of letters to David Parse,[],0,0,0,False,
884,Michael Hammer,associate,Recipient of letters and faxes,[],0,0,0,False,
885,Juror No. 1 (Ms. Conrad),associate,juror being discussed,[],0,0,0,False,
886,Catherine Conrad/Rosa,associate,Individual with multiple criminal records,[],0,1,0,False,
887,Magistrate Judge Briones,associate,Issued the initial order of detention,[],0,0,0,False,
888,Mark DeMarco,associate,Attorney for the defendant,[],0,1,0,False,
889,French legal expert,associate,providing expert opinion on French law regarding extradition,[],0,0,0,False,
890,Djamel Beghal,associate,Dual French-Algerian citizen convicted of terrorist offences and deprived of French nationality,[],0,1,0,False,
891,"Gleeson, J.",associate,Judge in referenced case,[],0,0,0,False,
892,Ghislaine Maxwell's spouse,associate,co-signing bail bond and supporting Ghislaine Maxwell,[],0,0,0,False,
893,Mr. Glassman,associate,attorney for Plaintiff,[],0,0,0,False,
894,Andy Dios,associate,"Legal Compliance Agent, Law Enforcement Relations at T-Mobile USA",[],0,1,0,False,
895,Barbara J. Burns,associate,Assistant State Attorney handling the case,[],0,0,0,False,
896,Gary McKinnon,associate,Individual whose extradition was previously refused,[],0,0,0,False,
897,Vivienne Stapp,associate,"Sender of email to Randy Kim on March 1, 2011",[],0,0,0,False,
898,Suann Ingle,associate,"Sender of email to Kendra Melrose on May 11, 2011",[],0,0,0,False,
899,Mr. Berry,associate,defendant,[],0,0,0,False,
900,Mr. Jones,associate,Victim,[],0,0,0,False,
901,ROBERT W. SWEET,associate,United States District Judge,[],0,1,0,False,
902,Robson,associate,The person who allegedly trafficked the victim to Epstein,[],0,0,0,False,
903,Sgt Frick,associate,Officer who accompanied the interviewer during the investigation,[],0,0,0,False,
904,Rina Danielson,associate,Person serving the Brief of Amicus Curiae,[],0,0,0,False,
905,Mariana Braylovskiy,associate,Notary Public,[],0,0,0,False,
906,Sheena,associate,Mentioned as someone involved in the redacted person's fight,[],0,0,0,False,
907,Chuck,associate,Friend or acquaintance of the profile owner,[],0,0,0,False,
908,Eating Emo Kids For Breakfast,associate,Friend or acquaintance of the profile owner,[],0,0,0,False,
909,Ashley,associate,Myspace user whose friends list is being viewed,[],0,0,0,False,
910,MARK,associate,The person being referred to in the comments,[],0,0,0,False,
911,KAYTLYN MARIE,associate,Someone interacting with Ugly Ken Hart on Myspace,[],0,0,0,False,
912,Ashley Davis,associate,Profile owner or featured individual,[],0,2,0,False,
913,Regina Chacon,associate,"Assistant Bureau Chief, Law Enforcement Records Bureau, NM Department of Public Safety",[],0,0,0,False,
914,Girl From Ipanema,associate,Myspace user commenting on the profile,[],0,1,0,False,
915,JGreen,associate,Myspace user/commenter,[],0,0,0,False,
916,"Ash, Lorinda",associate,Person mentioned in a comment on the MySpace page,[],0,0,0,False,
917,James L. Brochin,associate,Counsel for Defendant Jeffrey Epstein,[],0,1,0,False,
918,Unknown/Inmate ID Numbers,associate,Inmates being monitored,[],0,0,0,False,
919,Bruce Castor,associate,Former District Attorney who made a promise not to prosecute Cosby,[],0,0,0,False,
920,Joseph Pecorino,associate,District Executive's Office,[],0,0,0,False,
921,Katielynn Boyd Townsend,associate,Counsel for Reporters Committee for Freedom of the Press,[],0,0,0,False,
